,date,type,value
686,2012-10-26,Accessory Dwelling Unit,160.32876712328766
687,2012-10-29,Accessory Dwelling Unit,156.0054794520548
688,2012-10-30,Accessory Dwelling Unit,156.0054794520548
689,2012-10-31,Accessory Dwelling Unit,156.0054794520548
690,2012-11-01,Accessory Dwelling Unit,157.78630136986303
691,2012-11-02,Accessory Dwelling Unit,157.13424657534247
692,2012-11-05,Accessory Dwelling Unit,157.13424657534247
693,2012-11-06,Accessory Dwelling Unit,157.13424657534247
694,2012-11-07,Accessory Dwelling Unit,157.13424657534247
695,2012-11-08,Accessory Dwelling Unit,157.13424657534247
696,2012-11-09,Accessory Dwelling Unit,157.13424657534247
697,2012-11-13,Accessory Dwelling Unit,159.2986301369863
698,2012-11-14,Accessory Dwelling Unit,160.76164383561644
699,2012-11-15,Accessory Dwelling Unit,160.76164383561644
700,2012-11-16,Accessory Dwelling Unit,160.76164383561644
701,2012-11-19,Accessory Dwelling Unit,160.76164383561644
702,2012-11-20,Accessory Dwelling Unit,163.23835616438356
703,2012-11-21,Accessory Dwelling Unit,163.23835616438356
704,2012-11-27,Accessory Dwelling Unit,161.3972602739726
705,2012-11-28,Accessory Dwelling Unit,161.3972602739726
706,2012-11-29,Accessory Dwelling Unit,161.3972602739726
707,2012-11-30,Accessory Dwelling Unit,161.3972602739726
708,2012-12-03,Accessory Dwelling Unit,163.53424657534248
709,2012-12-04,Accessory Dwelling Unit,166.32876712328766
710,2012-12-05,Accessory Dwelling Unit,164.21369863013697
711,2012-12-06,Accessory Dwelling Unit,164.21369863013697
712,2012-12-07,Accessory Dwelling Unit,161.76164383561644
713,2012-12-10,Accessory Dwelling Unit,163.93972602739726
714,2012-12-11,Accessory Dwelling Unit,167.15342465753426
715,2012-12-12,Accessory Dwelling Unit,165.2
716,2012-12-13,Accessory Dwelling Unit,165.2
717,2012-12-14,Accessory Dwelling Unit,165.2
718,2012-12-17,Accessory Dwelling Unit,165.2
719,2012-12-18,Accessory Dwelling Unit,165.2
720,2012-12-19,Accessory Dwelling Unit,165.2
721,2012-12-20,Accessory Dwelling Unit,165.2
722,2012-12-21,Accessory Dwelling Unit,165.2
723,2012-12-23,Accessory Dwelling Unit,165.2
724,2012-12-24,Accessory Dwelling Unit,166.73972602739727
725,2012-12-27,Accessory Dwelling Unit,166.73972602739727
726,2012-12-28,Accessory Dwelling Unit,170.57534246575344
727,2012-12-31,Accessory Dwelling Unit,170.57534246575344
728,2013-01-02,Accessory Dwelling Unit,170.57534246575344
729,2013-01-03,Accessory Dwelling Unit,170.57534246575344
730,2013-01-04,Accessory Dwelling Unit,170.57534246575344
731,2013-01-07,Accessory Dwelling Unit,170.57534246575344
732,2013-01-08,Accessory Dwelling Unit,169.42739726027398
733,2013-01-09,Accessory Dwelling Unit,169.42739726027398
734,2013-01-10,Accessory Dwelling Unit,169.42739726027398
735,2013-01-11,Accessory Dwelling Unit,169.42739726027398
736,2013-01-14,Accessory Dwelling Unit,169.42739726027398
737,2013-01-15,Accessory Dwelling Unit,174.46027397260275
738,2013-01-16,Accessory Dwelling Unit,174.46027397260275
739,2013-01-17,Accessory Dwelling Unit,174.46027397260275
740,2013-01-18,Accessory Dwelling Unit,172.7068493150685
741,2013-01-22,Accessory Dwelling Unit,172.7068493150685
742,2013-01-23,Accessory Dwelling Unit,172.7068493150685
743,2013-01-24,Accessory Dwelling Unit,172.7068493150685
744,2013-01-25,Accessory Dwelling Unit,171.7972602739726
745,2013-01-28,Accessory Dwelling Unit,171.7972602739726
746,2013-01-29,Accessory Dwelling Unit,171.7972602739726
747,2013-01-30,Accessory Dwelling Unit,174.63561643835615
748,2013-01-31,Accessory Dwelling Unit,176.5972602739726
749,2013-02-01,Accessory Dwelling Unit,174.53698630136986
750,2013-02-04,Accessory Dwelling Unit,174.53698630136986
751,2013-02-05,Accessory Dwelling Unit,174.53698630136986
752,2013-02-06,Accessory Dwelling Unit,175.6821917808219
753,2013-02-07,Accessory Dwelling Unit,175.6821917808219
754,2013-02-08,Accessory Dwelling Unit,175.6821917808219
755,2013-02-09,Accessory Dwelling Unit,175.6821917808219
756,2013-02-11,Accessory Dwelling Unit,175.6821917808219
757,2013-02-12,Accessory Dwelling Unit,175.6821917808219
758,2013-02-13,Accessory Dwelling Unit,174.74520547945207
759,2013-02-14,Accessory Dwelling Unit,174.74520547945207
760,2013-02-15,Accessory Dwelling Unit,177.986301369863
761,2013-02-19,Accessory Dwelling Unit,177.986301369863
762,2013-02-20,Accessory Dwelling Unit,177.986301369863
763,2013-02-21,Accessory Dwelling Unit,177.986301369863
764,2013-02-22,Accessory Dwelling Unit,177.986301369863
765,2013-02-25,Accessory Dwelling Unit,177.986301369863
766,2013-02-26,Accessory Dwelling Unit,177.986301369863
767,2013-02-27,Accessory Dwelling Unit,179.56438356164384
768,2013-02-28,Accessory Dwelling Unit,179.56438356164384
769,2013-03-01,Accessory Dwelling Unit,181.66027397260274
770,2013-03-04,Accessory Dwelling Unit,181.66027397260274
771,2013-03-05,Accessory Dwelling Unit,181.66027397260274
772,2013-03-06,Accessory Dwelling Unit,181.66027397260274
773,2013-03-07,Accessory Dwelling Unit,181.66027397260274
774,2013-03-08,Accessory Dwelling Unit,183.78630136986303
775,2013-03-11,Accessory Dwelling Unit,183.78630136986303
776,2013-03-12,Accessory Dwelling Unit,183.78630136986303
777,2013-03-13,Accessory Dwelling Unit,183.78630136986303
778,2013-03-14,Accessory Dwelling Unit,183.78630136986303
779,2013-03-15,Accessory Dwelling Unit,183.78630136986303
